id,institution,program,degree,season,decision,notification,decision_date,decision_timestamp,gpa,gre_verbal,gre_quant,gre_writing,is_new_gre,gre_subject,status,post_date,post_timestamp,comments
265188,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,International with US Degree,"(7, 2, 2007)",1170824400,":( first response, first ding"
265190,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265191,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
265192,Yale University,Political Science,PhD,,Rejected,E-mail,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,"I didn't realy want to live in New Haven but I am still very depressed. Well, screw those Ivy Legue snobs!!"
265195,Yale University,Political Science,PhD,,Rejected,Website,"(7, 2, 2007)",1170824400.0,,,,,,,American,"(7, 2, 2007)",1170824400,
269266,Yale University,Political Science,PhD,,Rejected,E-mail,"(15, 2, 2006)",1139979600.0,,,,,,,American,"(6, 3, 2006)",1141621200,
269693,Yale University,Political Science,PhD,,Rejected,E-mail,"(4, 3, 2006)",1141448400.0,,,,,,,American,"(3, 3, 2006)",1141362000,
270458,Yale University,Political Science,PhD,,Wait listed,Postal Service,"(28, 2, 2006)",1141102800.0,,,,,,,International,"(28, 2, 2006)",1141102800,And the wait is on...
270845,Yale University,Political Science,PhD,,Rejected,Website,"(24, 2, 2006)",1140757200.0,,,,,,,International with US Degree,"(27, 2, 2006)",1141016400,their loss!
270849,Yale University,Political Science,PhD,,Rejected,E-mail,"(23, 2, 2006)",1140670800.0,,,,,,,International,"(27, 2, 2006)",1141016400,
271160,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,International,"(24, 2, 2006)",1140757200,
271174,Yale University,Political Science,PhD,,Accepted,E-mail,"(24, 2, 2006)",1140757200.0,,,,,,,American,"(24, 2, 2006)",1140757200,They will also call me later today.
271212,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,International,"(23, 2, 2006)",1140670800,
271278,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(23, 2, 2006)",1140670800,
271296,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(23, 2, 2006)",1140670800,
271305,Yale University,Political Science,PhD,,Accepted,Phone,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(23, 2, 2006)",1140670800,
271392,Yale University,Political Science,PhD,,Accepted,Phone,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271447,Yale University,Political Science,PhD,,Accepted,Phone,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271470,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271475,Yale University,Political Science,PhD,,Rejected,Website,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271494,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271495,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,Doh.
271497,Yale University,Political Science,PhD,,Rejected,Website,"(22, 2, 2006)",1140584400.0,,,,,,,International with US Degree,"(22, 2, 2006)",1140584400,
271519,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271524,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
271526,Yale University,Political Science,PhD,,Rejected,E-mail,"(22, 2, 2006)",1140584400.0,,,,,,,American,"(22, 2, 2006)",1140584400,
